source,title,company,location,date,link,description,responsibilities,requirements,skills,languages,experience_years,education_level,contract_type,seniority_level,job_category,detail_scrape_status
EmploiTunisie,Technicien Supérieur en Énergétique - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/402460,"ETF Profil de lentreprise Entreprise : ETF Ville : Tunis Pays : Tunisie Secteur dactivité : BTP, construction - Electricité, eau, gaz, nucléaire, énergie Site Internet : non disponible Description de l'entreprise Société exerçant dans le domaine du Bâtiment et travaux publics activité : Climatisation, chauffage, air comprimé traitement des eaux, gaz, lutte contre l'incendie etc..., en outre nettoyage et désinfection des réseaux de gaine Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Coordinateur Administration des Ventes et Relation Client - Menzel Bourguiba,None,None,None,https://www.emploitunisie.com/recruteur/315717,"STGI-MARINE Profil de lentreprise Entreprise : STGI-MARINE Ville : Menzel bourguiba Pays : Tunisie Secteur dactivité : Aéronautique, navale Site Internet : non disponible Description de l'entreprise Depuis sa création au début des années 2000, le chantier naval STGi est spécialisé dans la conception et la construction composite. Historiquement constructeur de catamarans à voile pour Aventura Catamarans, STGi fabriquera de 2005 à 2017 des monocoques pour Kerkena Sailing avant de réaliser de 2007 à 2017 des vedettes type pêche/promenade pour Sterne Fish Motor Boats. Initialement installé à Tazarka près de Nabeul en Tunisie, c'est en 2014 que le chantier fera l'acquisition d'une nouvelle usine très moderne à Menzel Bourguiba près de Bizerte. En constante recherche dinnovations, Aventura Catamarans lancera en 2016 son premier modèle entièrement pensé moteur. Pour répondre à une forte hausse d'activité de la marque Aventura Catamarans, le chantier naval STGi choisira d'arrêter la construction des marques Kerkena Sailing et Sterne Fish Motor Boats pour se consacrer uniquement aux catamarans Aventura. Cest en 2017 que le chantier naval STGi annonce un renouvellement complet de la gamme Aventura Catamarans pour 2018. En collaboration avec Lasta Design Studios, Aventura Catamarans propose désormais les Aventura 34, 44, 10 et 14 Power. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Agent dAccueil - Kram / La Goulette,None,None,None,https://www.emploitunisie.com/recruteur/402525,"SOCIETE BE SPORTY Profil de lentreprise Entreprise : SOCIETE BE SPORTY Ville : TUNIS Pays : Tunisie Secteur dactivité : Sport, action culturelle et sociale Site Internet : non disponible Description de l'entreprise Padelite,est un club sportif spécialisé dans la pratique du padel. Notre activité consiste principalement à la location des terrains; Padelite propose également des événements , des tournois et des programmes d'entrainement pour tout les niveaux dans un cadre moderne où le plaisir du jeu et l'esprit de communauté sont au coeur de l'expérience . Notre vision est de faire de Padelite une référence du padel, en crénat un lieu où sport, plaisir et partage se rencontrent. Nous aspirons à développer une communauté passionnée, accessible à tous, et à faire grandir le padel en offrant une expérience toujours plus qualitative et innovante. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Chargé(e) Marketing - Ben Arous,None,None,None,https://www.emploitunisie.com/recruteur/235219,"L'ACCUMULATEUR TUNISIEN ASSAD Profil de lentreprise Entreprise : L'ACCUMULATEUR TUNISIEN ASSAD Ville : Bou Argoub Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros - Equipements mécaniques, machines - Industrie, production, fabrication, autres - Marketing, communication, médias - Services autres Site Internet : https://www.assadgroup.com Description de l'entreprise LAccumulateur Tunisien ASSAD est une entreprise spécialisée dans la conception, la fabrication, la distribution et le recyclage des batteries de démarrage au plomb. Sa production couvre un large éventail dutilisations : secteurs de lautomobile, de la marine, de lénergie solaire, du loisir, de lindustrie, de linformatique et des télécommunications. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Dessinatrice - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/402807,"STE MAKNI DE REFRIGERATION Profil de lentreprise Entreprise : STE MAKNI DE REFRIGERATION Ville : Sfax Pays : Tunisie Secteur dactivité : BTP, construction - Equipements mécaniques, machines - Industrie, production, fabrication, autres Site Internet : non disponible Description de l'entreprise Société Makni Réfrigération est une entreprise spécialisée dans l'aménagement et l'équipement professionnel de froid. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Ingénieur Électromécanique - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/402944,"EREMECA Profil de lentreprise Entreprise : EREMECA Ville : Ariana Pays : Tunisie Secteur dactivité : Ingénierie, études développement Site Internet : non disponible Description de l'entreprise Nous sommes spécialisés dans lingénierie, lexécution, lexploitation et la maintenance dans les domaines du traitement des eaux usées urbaines et industrielles, de la production deau potable, du dessalement deau de mer et deau saumâtre, du traitement de lair pollué ainsi que des systèmes de protection incendie. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Agent dAccueil et de Clientèle - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/364070,"CODE ONCE TUNISIE Profil de lentreprise Entreprise : CODE ONCE TUNISIE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet Site Internet : https://www.codeonce.fr/ Description de l'entreprise Depuis 2012, Code Once se distingue comme un partenaire stratégique de la transformation industrielle et digitale. Grâce à notre centre Nearshore et à notre expertise en architectures modernes, nous concevons des solutions innovantes combinant intelligence artificielle et cloud, parfaitement alignées avec les enjeux métiers. Notre valeur ajoutée Optimisation des coûts Grâce à lautomatisation et aux architectures modernes associées à la GenAI, nous réduisons les coûts de développement tout en améliorant significativement lefficacité. Vision orientée impact Nous ne nous contentons pas de développer des solutions technologiques : nous concevons des outils capables de transformer vos processus métiers et de créer de la valeur à chaque étape. Innovation continue En intégrant lIA et des approches avant-gardistes, nous garantissons des solutions pérennes, évolutives et scalables. Ce que nos clients gagnent Une expertise sur mesure pour répondre aux problématiques les plus complexes. Une agilité unique pour innover rapidement dans un environnement en constante évolution. Une stratégie orientée résultats, qui transforme vos idées en succès concrets. Avec Code Once, choisissez un partenaire visionnaire, prêt à relever vos défis technologiques, à maximiser vos opportunités digitales et à bâtir des architectures robustes et évolutives. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Comptable - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/182561,"SEGEHO Profil de lentreprise Entreprise : SEGEHO Ville : tunis Pays : Tunisie Secteur dactivité : Santé, pharmacie, hôpitaux, équipements médicaux Site Internet : non disponible Description de l'entreprise Société de vente de matériel Médical et dentaire. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Développeur Fullstack JavaScript Senior - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/109365,"BOURSEDESCRÉDITS.COM Profil de lentreprise Entreprise : BOURSEDESCRÉDITS.COM Ville : Tunis Pays : France Secteur dactivité : Banque, assurance, finances Site Internet : https://www.boursedescredits.com/ Description de l'entreprise Il y a les courtiers traditionnels et il y a BoursedesCrédits, Chez nous, lobjectif est clair : vous simplifier les démarches sans vous faire bouger de votre canapé. Après tout, obtenir un crédit ou une assurance ne devrait pas être si compliqué. Et pourtant, cela peut vite sapparenter à un parcours du combattant pour les non-initiés. Cest là que nous intervenons, mais nous avons besoin de votre aide ! Cest dans cette optique que nous cherchons des personnes investies, créatives, enthousiastes et motivées pour nous rejoindre ! Rassurez-vous, jusquici, nous navons pas chômé ! Depuis notre création en 2012, nous sommes devenus en moins de deux ans un acteur majeur du marché du courtage en crédit et en assurances. Dailleurs, les résultats ne se sont pas fait attendre. Depuis notre création, nous attirons en moyenne plus de 3 millions de visiteurs uniques par an et discutons avec plus de 85 partenaires. Notre qualité de service nous a dailleurs valu plusieurs prix prestigieux. Notre secret ? Des outils à la pointe de la technologie, des processus optimisés et un accompagnement de chaque instant par une équipe dexperts. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Délégué(e) Commercial(e) - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/402374,"H A Z PHARMA Profil de lentreprise Entreprise : H A Z PHARMA Ville : Beni Khiar Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros - Industrie pharmaceutique Site Internet : non disponible Description de l'entreprise la société HAZ Pharma, spécialisée dans la distribution de produits pharmaceutiques Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Cloud Engineer - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/141652,"Collaboration Betters the World TN Profil de lentreprise Entreprise : Collaboration Betters the World TN Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet Site Internet : non disponible Description de l'entreprise CBTW (Collaboration Betters The World) est un groupe mondial indépendant de conseil en technologie. Nous nous appuyons surplus de 4000 talentueux spécialistes répartis dans plus de 35 villes dans le monde. Nos valeurs communes qui ont perduré pendant toutes ces années sont et resteront toujours : Engagement : Nous mettons nos années d'expérience au service de nos clients pour leur permettre d'atteindre leurs objectifs. Collaboration : En entretenant des alliances solides et en cultivant des relations à long terme basées sur la confiance avec nos clients + Esprit déquipe de nos consultants. Évolution : Nous avons une forte volonté de nous dépasser, de continuer à évoluer et de relever de nouveaux défis. Positive Thinking : Plus que notre nom, l'état d'esprit ""Positive Thinking"" est partagé par tous nos collaborateurs. Nos offres d'emploi",,,teamwork,,,,Freelance,,IT & Software,ok
EmploiTunisie,Agent Immobilier - Jardin De Carthage,None,None,None,https://www.emploitunisie.com/recruteur/403537,"CLÉ DOR IMMOBILIER Profil de lentreprise Entreprise : CLÉ DOR IMMOBILIER Ville : Jardin de Carthage Pays : Tunisie Secteur dactivité : Immobilier, architecture, urbanisme Site Internet : non disponible Description de l'entreprise Notre agence immobilière. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Professeur de Mathématique - Bousmail Ajim Djerba,None,None,None,https://www.emploitunisie.com/recruteur/403564,"GROUPE SCOLAIRE LES NOUVELLES GENERATION DJERBA Profil de lentreprise Entreprise : GROUPE SCOLAIRE LES NOUVELLES GENERATION DJERBA Ville : Ajim Djerba Pays : Tunisie Secteur dactivité : Éducation, formation Site Internet : https://www.lesnouvellesgenerations.com/ Description de l'entreprise Le Groupe Scolaire International Les Nouvelles Générations (GSING) est un établissement privé international situé à Djerba, précisément à Bousmayel  route Ajim Houmt Souk. Il constitue lun des premiers groupes scolaires internationaux denvergure dans le sud tunisien. Le projet éducatif a été lancé en 2016 par une diaspora tunisienne et franco-tunisienne dans le but daméliorer la qualité de lenseignement en Tunisie. Létablissement a ouvert ses portes en septembre 2018. Le GSING offre un parcours éducatif complet allant de la maternelle jusquau lycée, dans un environnement moderne, sécurisé et multiculturel. Lécole adopte une pédagogie innovante basée sur lexcellence académique, le développement personnel de lélève et louverture sur le monde. Elle propose également un parcours trilingue en français, anglais et arabe afin de préparer les élèves à évoluer dans un contexte international. Létablissement sappuie sur les programmes du Baccalauréat International (IB), reconnus à léchelle mondiale, et met laccent sur lautonomie, la pensée critique, les compétences linguistiques et lutilisation des nouvelles technologies dans lapprentissage. Grâce à une équipe pédagogique qualifiée et à des infrastructures modernes comprenant des laboratoires, des espaces sportifs et artistiques, le GSING vise à assurer une éducation de qualité conforme aux standards internationaux. Le GSING développe également plusieurs partenariats internationaux afin de renforcer son ouverture éducative et culturelle, notamment avec des institutions canadiennes et des organismes spécialisés dans linnovation pédagogique et technologique. Nos offres d'emploi",,,,"arabic, english, french",,Bac,,,IT & Software,ok
